Name, Landmark, City, Town, Bed, Bath, Size, Currency, Rent, Owner,Listing_Date, Type, Description
3 bdrms apt for rent in Spintex coastal,Executive 3 bedrooms apartment for rent in Spintex Coastal just 2 people on one compound,Spintex,Accra,3,4,100.0 sqft,Ghana cedis,1900,Amazing Properties ,21 May  1:22 pm,Apartment,Executive 3 bedrooms apartment for rent in Spintex Coastal just 2 people on one compound and up is available   Spacious leaving area • Dinning area • Visitors washroom • Fitted cabinet kitchen • Spacious bedrooms • Each bedroom comes with toilet and bath • Floor tiles • Sliding windows with burglar proof • Security doors • Separate meter • Water reservior with pumping machine • Pavement compound • Walled with gate .Drive car port Size: 100 sqft Beds: 3 Baths: 4 Price is $450 dollars
One Bedroom Apartment @ Regimanuel,Regimanuel Silver Bells Estate,Osu,Accra,1,1,1.0 sqm,Ghana cedis,3000,Kwaku VERIFIED,21 May  2:19 pm,Apartment,Newly built furnished one bedroom apartment at the serene Regimanuel Silver Bells Estate - Spintex. Apartment includes the following: 1.Two A/Cs one in the bedroom and another in the living room 2. Fully fitted kitchen area with Stove  sink and fridge 3. Leather Sofa in the living room 4. Bed and wardrobe The apartment has constant electricity from solar and has constant water supply.  Price is US$700/Month for One(1) Year and includes water and electricity bills.
Brand new two bedrooms apartment lapaz,Lapaz Racecourse around Mystical Rose Academy School,Abeka La Paz,Accra,2,1,100.0 sqm,Ghana cedis,600,KK Solution Limited ,20 May  9:55 pm,Apartment,An executive brand new two bedrooms apartment for rent at Lapaz Racecourse around Mystical Rose Academy School also close to Ga Central Municipal Clinic  it's freshly and neatly build  rooms are very spacious  water flows everyday  separate metre  neatly tiled  rent advance is two years price is also negotiable agency terms of registration which is ghc50.00 and a 10 % commission of total amount of rent being paid to the landlord is applied to the agency
2 bed with 2 washrooms EAST LEGON,ARS : EAST LEGON,East Legon,Accra,2,2,100.0 sqm,Ghana cedis,1500,Jack's Real Estate ,20 May  8:47 pm,Apartment,2 bedrooms apartment with 2 washrooms It has a spacious hall  Spacious rooms Spacious kichen Wardrobe 2 washrooms AC at the hall Big  compound that can take 18 cars Sliding windows Tared road to the house  Beautiful environment Location : East legon ARS Duration 1 and a half years  or 2
executive 2bed apartment east legon,Agiringanor east legon,East Legon,Accra,2,1,100.0 sqm,Ghana cedis,1200,Jack's Real Estate ,20 May  8:43 pm,Apartment,Easy access  Spacious rooms  Nice Wardrobe  Spacious kitchen Spacious hall  It has a beautiful center washroom Sliding windows Air conditioners Location : east legon agiringanor
Newly Built Two Bedroom Apt takoradi,windy ridge,Takoradi,Sekondi Takoradi,2,2,100.0 sqm,Ghana cedis,600,Sabali Realtors VERIFIED,16 Jun  7:00 am,Apartment,The Property has the following features  1.A spacious  hall 2.Two spacious Bedrooms(all ensuite) with wardrobe 3.A Modern  fully  fitted kitchen  4.Gated with big compound  5.Water supply with bore hole 6.Close to Main road 7.Rent Advance One Year minimum
2 bedroom apartment at Tema,paloma,Tema,Greater Accra,2,2,200.0 sqm,Ghana cedis,1400,Eastmidas Properties ,15 Jun  7:11 am,Apartment,An executive 2 bedroom apartment situated in the heart of spintex is available for rent  all rooms are en-suite  fitted with wardrobes and air-conditions  comes with large living and dinning areas.This property is manned by 24/7 security and a gen set. Call to book a viewing now
Neat S/Room S/C 1yr@SCC -West Hills Mall,SCC Near West Hills Mall,New Weija,Accra,1,1,14.0 sqft,Ghana cedis,330,Nana VERIFIED,20 May  3:36 pm,Apartment,A neat single room self contained apartment located at scc near the west hills mall for rent. Spacious porch Spacious Kitchen Tiles Neat wash rooms Self meter
Exe. & a newly Built 2bd  Latebiokorshi,Latebiokorshi,East Legon,Accra,2,3,400.0 sqm,Ghana cedis,3500,Red Hot Revival Estate ,13 Jul  9:32 am,Apartment,An executive  luxurious and a newly built two bedrooms apartment which is perfectly situated in a serene and a conducive enviroment at latebiokorshi which is just 10 minutes drive from cantoment and 10 minutes drive from kotoka international airport in greater Accra region of Ghana  with all the necessary facilities you need. Facilities includes; 24hrs security  constant electricity with standby power plant  constant water supply with a reservoir for each apartment   each apartment has a seperate meter for both water and light  A/C  inbuilt wardrobe water heater  all ensuite. Fitted kitchen with highly polished cabinets  stove  extractor etc. It has a very good road network. The price is $850 but negotiable.
4 Bedrooms at Tema Community 25,Inside HFC Estates,Tema,Greater Accra,4,5,7 000.0 sqft,Ghana cedis,6300,CBC (Global) Properties , 5 Jul  2:15 am,Apartment,4 Bedrooms at Tema Community 25 Kofi Annan. Close to com25  Tema. Inside HFC Estates The property has four large bedrooms with ensuite facilities. Three upstairs and one on the ground floor. There are also on the ground floor  one public washroom  large living room  dinning area and a kitchen with a store room. There is also a family living area on the first floor. Outside the main house are a garage with a driveway  a boys quarters with bath and WC facilities and a small kitchenette  and concrete stand for water tanks. The property has seven units of AC's one for each for the two living areas and one for the dinning area. USD $1500 Per Month At least 1 year Call us to arrange for free site visit
2 bedroom furnished apartment at Ridge,North Ridge,North Ridge,Accra,2,2,120.0 sqm,Ghana cedis,9900,Avenue Properties , 4 Jul  8:16 am,Apartment,An executive fully furnished two bedroom apartment for rent at North Ridge near Alisa Hotel. It is a duplex apartment with a 24/7 security  a gym  swimming pool  uninterrupted water flow and a standby generator around the area. The apartment has everything including DSTV  internet  plates  cooking utensils  washing machine  etc. It is renting for USD 2 500 per month and a minimum rental of one year is required. Rental price is negotiable.
2 BEDROOM FLAT AT DABAN,DABAN -GUINNESS DEPO,Kumasi Metropolitan,Kumasi,2,1,45.0 sqm,Ghana cedis,400,ROHI ESTATES VERIFIED,20 May  4:04 am,Apartment,Decent house with tidy surroundings. All the interior is tiled with granite tiles.  Good water and electricity conditions. Easy road access.
chamber n hall s/c at Ashaley botwe,,Ashaley Botwe,Accra,1,1,100.0 sqft,Ghana cedis,350,Elvis Properties ,20 May  1:30 am,Apartment,The house is located at lakeside estate the house is not far from the main road and there not much people in the compound and  the price is very cool which is 350gh for two years
2 bedroom flats for rent at New Weija,New Weija at Choice few minutes to West Hills Mall,New Weija,Accra,2,2,100.0 sqm,Ghana cedis,1200,KK Solution Limited , 8 Jul 11:50 pm,Apartment,An a luxurious brand new two bedrooms flats for rent at New Weija at Choice about three minutes drive from West Hills Mall to the house and about twenty minutes drive from Airport  it's in a walled gated house floor tiled fully air conditions plus wardrobes all rooms are ensuit P.O.P ceiling  water flows everyday  each apartment comes with it's own water metre  no utility bills  security post at the entrance with well trained security personnel it's in a nice and secured environment fitted kitchen with cabinet and a store room  rent advance is either one year or two years price is fixed and is not negotiable agency terms of registration which is ghc50.00 and a 10 % commission of total amount of rent being paid to the landlord is applied to the agency. .
2 Bedrooms Apartments -haatso,haatso,Haatso,Accra,2,3,90.0 sqft,Ghana cedis,2500,EL Hogar Consult VERIFIED,31 May  2:20 pm,Apartment,A 2 bedroom apartments in the haatso area available for rent  All bedrooms en suite with wardrobes and A C   Visitors toilet and fitted kitchen cabinets 24/7 water supply and security  Very good location and easy to asses.  Asking price per month  $ 600
2 bed flat for rent,west hills mall,New Weija,Accra,2,2,250.0 sqm,Ghana cedis,500,ed , 1 Jun 10:34 am,Apartment,newly built 1 2 and 3 bed rooms for rent in a quiet environment.
3 bedroom flat at Airport Residential,Foreign Affairs Ministry  Airport,Airport,Accra,3,3,180.0 sqm,Ghana cedis,9600,Avenue Properties ,19 May  5:44 pm,Apartment,Executive THREE bedroom apartments to let at Airport Residential Area near Foreign Affairs Ministry. The apartment has large garden with trees and a swimming pool. There is a standby generator  24/7 security  uninterrupted water flow. Each apartment has a partly furnished kitchen with fridge  microwave  cooker and washing machine. It could be rented furnished and unfurnished. It is renting for US$ 2 400 per month
Single room s/c at east legon,,East Legon,Accra,1,1,100.0 sqm,Ghana cedis,300,bill , 8 Jun  8:37 am,Apartment,Its a spacious single room self contain with nice tiles neat bathroom spacious kitchen with cabinet sliding window and with security window. spacious car park paved compound walled and gated house located in a private and friendly neighbourhood
Chamber n hall selfcontain-Ayibge Town,Ayibge Town,New Weija,Accra,1,1,100.0 sqm,Ghana cedis,350,Eugene's Properties ,19 May  3:52 pm,Apartment,Newly built Chamber and Hall self contain for rent at Ayibge Town.it comes with a big hall big room nice kitchen nice toilet and bath all are tiled.seperate metre water flows nice environment walled and gated compound.etc.for more details contact Eugene Properties and NB...agency terms and conditions is applied which is ghc50 for registration and 10% commission on total rent advance paid to the landlord. I do not want to be contacted by telemarketers.
2 bedroom for rent at kasoa amanfrom,kasoa amanfrom,Kasoa,Accra,2,2,200.0 sqft,Ghana cedis,500,SOMADZA ,13 Jun  4:29 pm,Apartment,Two bedroom for rent at kasoa amanfrom Store room inside Spacious family hall Spacious family kitchen 30 meters drive to the high kasoa away 7 minutes drive to kasoa 15 minutes drive to westhill's mall Each room has it own toilet place Space for car park Pipe and polytank in the housemate Very spacious hall 1 years advance accepted
apartment for rent@Apowa,Ave Maria(Apowa),Ahanta West,Western,10+,4,100.0 sqft,Ghana cedis,850,Ess-Bow Ventures ,20 May  2:18 am,Apartment,*it is a walled house  *it's a two storey building consisting of twenty rooms *four flats  *each flat is five rooms *on the main Apowa-Mpohor road *street in front of  is paved with concrete blocks  *pipe borne water and well available  *all rooms are tiled  *each flat has a kitchen  *the property can be used as offices or residence *it will not be rented out to individuals as residence
single room s/c in Awoshie,,Awoshie,Accra,1,1,100.0 sqm,Ghana cedis,220,Deej ,19 May  2:30 pm,Apartment,A well located and nice tiled chamber and hall self contained. A pouch  a kitchen and a bath. Very neat and affordable with water and electricity
1-3 bed apartments at Cantonments,Cantonments close to American embassy,Cantonments,Accra,3,3,100.0 sqm,Ghana cedis,16000,LOVERIDGE PROPERTIES & CONSULT VERIFIED,19 May 11:59 am,Apartment,Looking for a luxurious furnished or furnished apartment to rent for short stay or long stay ?  Look no further  contact Loveridge Properties and Consult for these luxurious apartments which offers you with the elegant mix of architectural ingenuity and structural perfection.  Great location in the heart of the Cantonment  close to the American embassy. Ideal for family  holiday makers and expatriates as it is well located near restaurants and mall. Contact us now!!! on further inquiries
3 Bed Aptm Ard Trassaco. 6months,Trassaco,East Legon,Accra,3,3,500.0 sqm,Ghana cedis,1300,NOARK ONE AGENCY VERIFIED,19 Jun  5:56 pm,Apartment,An executive 3 bedrooms apartment around Trassaco for rent. This property is walled and gated  located in a serene environment  very spacious rooms fitted with air conditioners and wadrobes  large living area and balcony. Kitchen with modeen fittings and a dinning. Cctv camaras all round. Big compound for car park. 24 hours flow of pipe water and constanct electricity. Pls call for viewing.
3 bedrooms apartment Cantonment,Cantonment,Cantonments,Accra,2,2,120.0 sqm,Ghana cedis,10830,Egghead Properties ,19 May  8:29 am,Apartment,Executive 2 bedrooms apartment with concierge service renting at Cantonment Details of the property •	Available: now  •	City: Accra  Cantonment •	Fence type: Block  wooden  metallic gate and Electric wire  •	Bedrooms: 2  •	Full baths: 2 •	Condition: very good  •	Interior: 120 square meter (sqm) •	Exterior: 1.41 acre •	Rent: $2 850.00 per month for one (1) year advance •	Service charge: $260.00 per monthly  it include water  garbage disposal  generator service  internet wifi connection  grounds maintenance  contract security service  gardening and property manager. •	Note: tenant will pay for cable/dstv subscription  in-house cleaning and  electricity    •	Property type: Apartment building •	Year built: 2015. Egghead properties present 2 bedrooms apartment in Cantonment on the most prestigious serene street in Accra. While Cantonment may look like it resides in Europe  this extravagant apartment is actually located in Accra Ghana. The wonderful property is a modern glory  100% completed constructed with careful attention to the detail. The ceilings  walls  doors  fixtures  fabrics  windows  lighting and electronics were hand-selected and crafted to complement the design.  Inside/Indoors/Interior Features & Amenities: •	Furnished  •	Prime location    •	Quality electrical fittings •	Sliding glazed windows •	Sliding glazed doors   •	porcelain floor tiles   •	Pop ceiling  •	Security system •	Ftted Air-conditioners •	Hot water generation system  •	Laundry room:- washing machine  •	All rooms are ensuite •	Private locker •	 Living + dining:-floor area 25 sqm  sliding glazed doors for front  security steel doors for the back  air conditioned  sliding glazed windows  internet access  WI-FI. •	Master’s bedroom:-floor area 20 sqm  internal paneled doors  air conditioned  sliding glazed windows south facing windows allow plenty of natural light  the bathroom is ensuite Shower & hand wash basin  WC  internet access  WI-FI  built in wardrobes.  •	2nd Bedroom:-floor area 18 sqm  internal paneled doors  air conditioned  sliding glazed windows  the bathroom is ensuite Shower & hand wash basin  WC  wi-fi  built in wardrobes.  •	Kitchen:- floor area 10 sqm   modern cabinet  air conditioned  stainless steel double sink  breakfast bar for extra seating  oven/hood  fridge/freezer. Outside/Outdoor/Exterior Features & Amenities:  •	Located in the heart of town   •	Electric power:- Electricity Company of Ghana and standby generator  •	Water supply:- Ghana water company and big water storage tanks •	Balcony •	driveways & walkways:-paved  •	24-hour security service  •	Water storage tanks and water pump with filtration system •	Outdoor swimming pool  •	Vast open spaces •	 Landscape courtyard •	 Security intercom •	 Garden view •	 Play area (kids) •	 Centralized garbage disposal Community Information •	Upper level communal area  •	Country club  •	Clubhouse  •	Jogging area  •	Biking path  •	Spa •	Tennis  •	In a residential area •	Close to international schools •	Assigned covered parking •	Fitness center •	Play ground •	Gym facility  •	 Shops/ markets •	Close to hospitals •	City/strip views Community Schools Information  •	Less than 10 minutes drive to Ghana International School (GIS) - Cantonment  •	Less than 20 minutes drive to the British International School - East Legon •	Less than 15 minutes drive to East Airport International School (EAIS) - Spintex road  •	Less than 20 minutes drive to Galaxy International School – East Legon   •	Less than 10 minutes drive to the Roman Ridge School - Roman Ridge  •	Less than 10 minutes drive to Three Bears International School - Airport residential area  Additional information •	Less than 15 minutes drive to Accra shopping mall •	Less than 10 minutes drive to the Kotoka International Airport  •	Recommended security zone for expatriates and diplomats •	Less than 1 mile to American Embassy  •	There are trees in the area •	Price: USD price: $2850.00 per month = GH¢10 830.00 per month Important notice:  These particulars have been prepared in all good faith to give a fair overall view of the property. Measurements and distance are given as a guide only. We have endeavoured to ensure the information given is accurate but we would urge you to contact us before travelling any great distance to ensure that your impression of the property is as we intended. We take a month rent commission after service. Please contact us for inspection through the real estate consultant  for an appointment please Call  text or email Emmanuel to arrange a private viewing. Contact person:-Emmanuel Gyina-Bediako-real estate consultant at Egghead Properties.
